"ID","Station Name","Total Docks","Docks in Service","Status","Latitude","Longitude"
"1436495119852630436","N Damen Ave & W Chicago Ave","8","8","In Service","41.895809","-87.678519"
"1575949506683597522","Major Ave & Bloomingdale Ave","12","12","In Service","41.9125923","-87.7686995"
"1563698718386161684","Mason Ave & Belmont Ave","12","12","In Service","41.9383682","-87.7725029"
"1594046370923369112","Campbell Ave & Augusta Blvd","12","12","In Service","41.899578","-87.689497"
"1594046439642845944","N Shore Channel Trail & Argyle St","12","12","In Service","41.972177","-87.702749"
"1594046435347878642","Virginia Ave & Catalpa Ave","12","12","In Service","41.9812456","-87.7048924"
"1594046400988140228","Rockwell St & Cermak Rd","12","12","In Service","41.851644","-87.690621"
"1436495105198659246","N Carpenter St & W Lake St","5","5","In Service","41.885586","-87.6531893"
"1575949519568499428","Hamlin Ave & Grand Ave","12","12","In Service","41.904035","-87.721563"
"1593766343243326364","Pulaski Rd & 60th St","12","12","In Service","41.784186","-87.722564"
"1594046383808271024","Troy St & Jackson Blvd","12","12","In Service","41.877505","-87.70485"
"1448642179437434482","W 103rd St & S Avers Ave","13","13","In Service","41.705846","-87.717074"
"1594046418168009436","Elston Ave & Henderson St","12","12","In Service","41.941499","-87.701051"
"1575949519568499430","Augusta Blvd & Laramie Ave","12","12","In Service","41.8986607","-87.7554551"
"1521679584953491780","Kedzie Ave & 104th St","10","10","In Service","41.7037764","-87.7013952"
"1594046452527747848","Elston Ave & George St","12","12","In Service","41.934003","-87.690823"
"1594046456822715150","Francisco Ave & Hollywood Ave","12","12","In Service","41.984746","-87.701593"
"1448642162257565286","S Wentworth Ave & W 111th St","7","7","In Service","41.6926176","-87.6280518"
"1594041781399920506","Springfield Ave & 47th St","12","12","In Service","41.8080713","-87.7212202"
"1563698679731458032","Fullerton & Monitor","12","12","In Service","41.9237918","-87.7723116"
"1582242315337619018","Kedzie Ave & 45th St","8","8","In Service","41.8113904","-87.7040052"
"1561012878716023344","Kildare & Cermak","12","12","In Service","41.851414","-87.73215"
"1561012891600925250","Homan Ave & Fillmore St","12","12","In Service","41.868114","-87.7109257"
"1594046456830870690","Troy St & Grace St","12","12","In Service","41.950244","-87.706489"
"1575949515273532128","Central Park & Augusta Blvd","12","12","In Service","41.8989108","-87.7164901"
"1890604055552786620","Central Ave & Wellington Ave","15","15","In Service","41.9349097","-87.7667718"
"a3b3820c-a135-11e9-9cda-0a87ae2ba916","LaSalle Dr & Huron St","19","19","In Service","41.894877","-87.632326"
"1582242289567815208","Rockwell St & 63rd St","8","8","In Service","41.7787905","-87.6885894"
"1594046439642845942","California Ave & Winona St","8","8","In Service","41.974712","-87.697852"
"1594046461117682452","Washtenaw Ave & Peterson Ave","12","12","In Service","41.99066","-87.697075"
"1563698684026425330","Central Ave & Parker Ave","12","12","In Service","41.9301785","-87.7661217"
"1593766334653391756","Lavergne Ave & 46th St","12","12","In Service","41.80934","-87.7478312"
"1594046379513303716","Sacramento Blvd & Fulton Ave","12","12","In Service","41.886528","-87.70167"
"1575949528657471478","Menard Ave & North Ave","12","12","In Service","41.9097167","-87.7702037"
"1582242285272847904","Maplewood Ave & 59th St","12","12","In Service","41.7863375","-87.6874351"
"1594041777104953202","Komensky Ave & 55th St","12","12","In Service","41.793279","-87.724189"
"1563698701206292480","Lamon Ave & Belmont Ave","12","12","In Service","41.9390108","-87.7492834"
"1594046435347878644","Lincoln Ave & Balmoral Ave","12","12","In Service","41.979461","-87.693013"
"1582242289567815212","Homan Ave & 65th St","12","12","In Service","41.775144","-87.708129"
"1571105055115583500","Roscoe & Harlem","12","12","In Service","41.9416062","-87.8072964"
"1594046362333434512","Damen Ave & 33rd St","8","8","In Service","41.834108","-87.67559"
"1594046448262943690","Francisco Ave & Montrose Ave","12","12","In Service","41.9610471","-87.700901"
"1571105055115583496","Long & Irving Park","12","12","In Service","41.953038","-87.7621632"
"1594046448232780548","California Ave & 29th St","12","12","In Service","41.840222","-87.694129"
"1594046405283107532","Whipple St & Roosevelt Rd","12","12","In Service","41.866554","-87.701329"
"a3a54cdb-a135-11e9-9cda-0a87ae2ba916","Stony Island Ave & 67th St","11","11","In Service","41.7734584995","-87.5853397391"
"a3a7c852-a135-11e9-9cda-0a87ae2ba916","Emerald Ave & 28th St","15","15","In Service","41.84358","-87.645368"
"1863877673940343638","California Ave & Marquette Rd","15","15","In Service","41.771611","-87.693331"
"1961472602929588766","Long Ave & Diversey Ave","15","15","In Service","41.93104","-87.76124"
"a3ad66e6-a135-11e9-9cda-0a87ae2ba916","Ellis Ave & 53rd St","11","11","In Service","41.7993362626","-87.6009581145"
"1932496568454183892","Central Ave & Altgeld St","15","15","In Service","41.9258119","-87.7663685"
"a3afe1dc-a135-11e9-9cda-0a87ae2ba916","Western Ave & Roscoe St","11","11","In Service","41.943034","-87.687288"
"1958859209051740602","California Ave & Madison St","15","15","In Service","41.88098","-87.69598"
"a3aa7897-a135-11e9-9cda-0a87ae2ba916","Elston Ave & Wabansia Ave","23","23","In Service","41.912919","-87.664169"
"1850868044363584392","University Ave & 59th St","15","15","In Service","41.787878","-87.598906"
"a3ade2c3-a135-11e9-9cda-0a87ae2ba916","California Ave & 23rd Pl","11","11","In Service","41.8491096918","-87.6951398068"
"a3ac7978-a135-11e9-9cda-0a87ae2ba916","Loomis St & Archer Ave","11","11","In Service","41.8416325396","-87.6574349533"
"a3a555e8-a135-11e9-9cda-0a87ae2ba916","Clinton St & Polk St","15","15","In Service","41.8714665178","-87.6409491327"
"a3b10a40-a135-11e9-9cda-0a87ae2ba916","Pulaski Rd & Lake St","11","11","In Service","41.885409","-87.726491"
"a3a42a93-a135-11e9-9cda-0a87ae2ba916","Wabash Ave & Adams St","23","23","In Service","41.8794723523","-87.6256886059"
"a3a503e5-a135-11e9-9cda-0a87ae2ba916","Racine Ave & Randolph St","19","19","In Service","41.8840812248","-87.6569207293"
"a3ae8d13-a135-11e9-9cda-0a87ae2ba916","Western Ave & Granville Ave","11","11","In Service","41.994161369","-87.689438282"
"1962566331666471698","Oketo Ave & Addison St","15","15","In Service","41.94496","-87.81189"
"1978164755330913194","Wentworth Ave & 92nd St","15","15","In Service","41.72714","-87.62886"
"1970390432459950744","Lavergne Ave & Diversey Ave","15","15","In Service","41.93128","-87.75141"
"a3a41af5-a135-11e9-9cda-0a87ae2ba916","Franklin St & Jackson Blvd","39","39","In Service","41.8777079559","-87.6353211408"
"a3a528d0-a135-11e9-9cda-0a87ae2ba916","Stony Island Ave & 64th St","11","11","In Service","41.778881","-87.586647"
"1991848709111763594","Michigan Ave & 108th St","16","16","In Service","41.69815","-87.62111"
"2057559901799078642","Edgebrook Metra","16","16","In Service","41.99751","-87.76539"
"2013067286975627866","Loomis St & 95th St","16","16","In Service","41.72148","-87.65774"
"a3b1330c-a135-11e9-9cda-0a87ae2ba916","Kostner Ave & Lake St","11","11","In Service","41.885928","-87.73541"
"ff21c158-de98-46c6-9ef7-7082bdb7c634","Hegewisch Metra Station","15","15","In Service","41.6485007627","-87.5460898876"
"a3b0d6ec-a135-11e9-9cda-0a87ae2ba916","Clark St & Jarvis Ave","11","11","In Service","42.015963","-87.675005"
"c4040b17-88bd-40ab-9aae-2655d6771580","Greenwood Ave & 91st St","15","15","In Service","41.7282642682","-87.5972986221"
"2021144707271657584","Western Ave & 101st St","16","16","In Service","41.71011","-87.68198"
"2a80f8d9-85dc-4c36-ba07-86d775ffd1ee","Baltimore Ave & 87th St","15","15","In Service","41.7373356004","-87.5485146046"
"a3a9cafa-a135-11e9-9cda-0a87ae2ba916","Halsted St & Maxwell St","15","15","In Service","41.864883","-87.647071"
"a3ac4548-a135-11e9-9cda-0a87ae2ba916","South Shore Dr & 67th St","15","15","In Service","41.773643","-87.567514"
"a3b2af02-a135-11e9-9cda-0a87ae2ba916","MLK Jr Dr & 83rd St","11","11","In Service","41.743116","-87.6148"
"a3a64639-a135-11e9-9cda-0a87ae2ba916","Lincoln Ave & Diversey Pkwy","15","15","In Service","41.932225","-87.658617"
"1871992980799203880","Mozart St & 79th St","15","15","In Service","41.749702","-87.693917"
"a3a715ce-a135-11e9-9cda-0a87ae2ba916","Clinton St & 18th St","15","15","In Service","41.85795","-87.640826"
"a3af7c0e-a135-11e9-9cda-0a87ae2ba916","Lincoln Ave & Winona St","15","15","In Service","41.9749112968","-87.6925025594"
"a3a84ab4-a135-11e9-9cda-0a87ae2ba916","Sangamon St & Washington Blvd","15","15","In Service","41.883165","-87.6511"
"a3a7aa0e-a135-11e9-9cda-0a87ae2ba916","Indiana Ave & 40th St","11","11","In Service","41.82168","-87.6216"
"a3a59ec3-a135-11e9-9cda-0a87ae2ba916","Ashland Ave & Lake St","19","19","In Service","41.88592","-87.66717"
"a3a5f0b8-a135-11e9-9cda-0a87ae2ba916","Peoria St & Jackson Blvd","19","19","In Service","41.8776415963","-87.6496177912"
"a3b3634c-a135-11e9-9cda-0a87ae2ba916","Aberdeen St & Randolph St","15","15","In Service","41.884114","-87.654264"
"a3ad6c01-a135-11e9-9cda-0a87ae2ba916","Lake Park Ave & 53rd St","15","15","In Service","41.7994942937","-87.5864498959"
"2100635943484261050","Damen Ave & Pierce Ave","24","23","In Service","41.9093581","-87.6777585"
"a3ad711d-a135-11e9-9cda-0a87ae2ba916","Ellis Ave & 55th St","19","19","In Service","41.7943006205","-87.6014497734"
"a3a7af11-a135-11e9-9cda-0a87ae2ba916","Halsted St & 18th St","15","15","In Service","41.8575056803","-87.6459914446"
"1890604506489868740","Mango Ave & Diversey Ave","15","15","In Service","41.9309625","-87.7698856"
"a3b44eba-a135-11e9-9cda-0a87ae2ba916","Racine Ave & 57th St","7","7","In Service","41.7896968805","-87.6546978951"
"a3a85eda-a135-11e9-9cda-0a87ae2ba916","Wolcott (Ravenswood) Ave & Montrose Ave","15","15","In Service","41.961406","-87.676169"
"1955583912707186772","Rockwell St & Archer Ave","15","15","In Service","41.82272","-87.68982"
"1989627762882635936","Sacramento Ave & 51st St","16","16","In Service","41.80068","-87.69895"
"a3b481e1-a135-11e9-9cda-0a87ae2ba916","Wood St & Augusta Blvd","15","15","In Service","41.899181","-87.6722"
"1775509322900183222","Elizabeth St & Randolph St","11","11","In Service","41.884336","-87.658902"
"0f9b826b-8885-4c25-96fd-9e2c2074c34e","Western Ave & 104th St","14","14","In Service","41.7045871022","-87.6812034845"
"a3aa82d0-a135-11e9-9cda-0a87ae2ba916","Wood St & Taylor St (Temp)","23","23","In Service","41.8692652184","-87.6737308502"
"a3af1cec-a135-11e9-9cda-0a87ae2ba916","Maplewood Ave & Peterson Ave","11","11","In Service","41.9902360287","-87.6933696402"
"a3aff10c-a135-11e9-9cda-0a87ae2ba916","Avers Ave & Belmont Ave","11","11","In Service","41.939408","-87.723574"
"1861593053874186306","Artesian Ave & 71st St","15","15","In Service","41.764345","-87.684417"
"a3a7a4fc-a135-11e9-9cda-0a87ae2ba916","MLK Jr Dr & 47th St","11","11","In Service","41.809851","-87.616279"
"a3a859c4-a135-11e9-9cda-0a87ae2ba916","MLK Jr Dr & 29th St","19","19","In Service","41.842052","-87.617"
"1988925731902098196","Oriole Ave & Irving Park Rd","12","12","In Service","41.95224","-87.81697"
"a3b4aa91-a135-11e9-9cda-0a87ae2ba916","South Chicago Ave & Elliot Ave","7","7","In Service","41.747363","-87.580046"
"a3b1cf80-a135-11e9-9cda-0a87ae2ba916","Laramie Ave & Gladys Ave","11","11","In Service","41.875806","-87.755285"
"a3b36d8a-a135-11e9-9cda-0a87ae2ba916","Michigan Ave & 8th St","43","43","In Service","41.872773","-87.623981"
"1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77","Yates Blvd & 93rd St","15","15","In Service","41.7261663902","-87.5662761927"
"1871990322214447924","Lamon Ave & Armitage Ave","15","15","In Service","41.91676","-87.749458"
"a3ada002-a135-11e9-9cda-0a87ae2ba916","Cottage Grove Ave & 67th St","11","11","In Service","41.773720952","-87.60563486"
"48b2ed2f-18aa-4a9b-b27d-db9f6d0c8c16","Homewood Ave & 115th St","15","15","In Service","41.684595072","-87.6707080007"
"2024842594057769234","Burling St & Diversey Pkwy","16","16","In Service","41.93314","-87.64776"
"a3b2b92c-a135-11e9-9cda-0a87ae2ba916","South Chicago Ave & 83rd St","11","11","In Service","41.743921","-87.575225"
"a3b029be-a135-11e9-9cda-0a87ae2ba916","Humboldt Blvd & Armitage Ave","19","19","In Service","41.917513394","-87.7018089555"
"a3aac4f9-a135-11e9-9cda-0a87ae2ba916","DuSable Lake Shore Dr & Diversey Pkwy","23","23","In Service","41.932588","-87.636427"
"a3b1f4fb-a135-11e9-9cda-0a87ae2ba916","Central Ave & Chicago Ave","11","11","In Service","41.894958","-87.764902"
"1939575808945160592","Pulaski Rd & 68th St","15","15","In Service","41.769499","-87.72279"
"a3a5bf01-a135-11e9-9cda-0a87ae2ba916","Rush St & Hubbard St","23","23","In Service","41.890173","-87.626185"
"a3a5d3bb-a135-11e9-9cda-0a87ae2ba916","Blue Island Ave & 18th St","15","15","In Service","41.857556","-87.661535"
"a3af3bac-a135-11e9-9cda-0a87ae2ba916","Broadway & Ridge Ave","15","15","In Service","41.9840446107","-87.6602738295"
"a3a99d47-a135-11e9-9cda-0a87ae2ba916","Michigan Ave & 18th St","23","23","In Service","41.857926","-87.624336"
"a3b310ac-a135-11e9-9cda-0a87ae2ba916","University Library (NU)","15","15","In Service","42.052939","-87.673447"
"a3a478c9-a135-11e9-9cda-0a87ae2ba916","Ogden Ave & Chicago Ave","19","19","In Service","41.896362458","-87.6540612729"
"6997d1fb-9887-4c15-b5db-524d45a2f101","Ashland Ave & 74th St","15","15","In Service","41.7592360243","-87.6634740829"
"a3a43a25-a135-11e9-9cda-0a87ae2ba916","Wabash Ave & Cermak Rd","11","11","In Service","41.852619","-87.626488"
"2113983149663334938","Broadway & Sunnyside Ave","11","11","In Service","41.963419","-87.656069"
"a3b300d3-a135-11e9-9cda-0a87ae2ba916","Central St & Girard Ave","15","15","In Service","42.064313","-87.686152"
"2080586734933671976","Avers Ave & Foster Ave","15","15","In Service","41.97541","-87.72452"
"1859717449875884116","Kedzie Ave & 66th Pl","15","15","In Service","41.772584","-87.703007"
"a3a3f5e9-a135-11e9-9cda-0a87ae2ba916","Noble St & Milwaukee Ave","15","15","In Service","41.9007","-87.662607"
"a3aaca0e-a135-11e9-9cda-0a87ae2ba916","Lincoln Ave & Addison St","19","19","In Service","41.946176","-87.673308"
"a3a3eb9a-a135-11e9-9cda-0a87ae2ba916","Larrabee St & North Ave","19","19","In Service","41.91021","-87.6435"
"1929121088624564460","Laramie Ave & Irving Park Rd","15","15","In Service","41.9533354","-87.7583844"
"a3a614ad-a135-11e9-9cda-0a87ae2ba916","McClurg Ct & Erie St","31","31","In Service","41.894503","-87.617854"
"a3b1d532-a135-11e9-9cda-0a87ae2ba916","Austin Blvd & Madison St","11","11","In Service","41.880281","-87.774453"
"6fd280b0-74de-4a89-947d-3be40afa079c","Altgeld Gardens","15","15","In Service","41.6566655297","-87.5988006592"
"a3a4d069-a135-11e9-9cda-0a87ae2ba916","Canal St & Jackson Blvd","31","31","In Service","41.878125","-87.639968"
"d6456ded-180b-4d6e-b020-3aa80bce5c2c","Summit Ave & 86th St","15","15","In Service","41.7378484767","-87.6448997855"
"a3a3b731-a135-11e9-9cda-0a87ae2ba916","Honore St & Division St","23","23","In Service","41.903119","-87.673935"
"a3b2f698-a135-11e9-9cda-0a87ae2ba916","Dodge Ave & Church St","15","15","In Service","42.048308","-87.698224"
"a3ad5c90-a135-11e9-9cda-0a87ae2ba916","Dorchester Ave & 49th St","15","15","In Service","41.805772","-87.592464"
"a3b1c47b-a135-11e9-9cda-0a87ae2ba916","Central Ave & Harrison St","11","11","In Service","41.872993","-87.764499"
"1879441011318372516","Scottsdale Park","11","11","In Service","41.741966","-87.736179"
"a3aae35a-a135-11e9-9cda-0a87ae2ba916","Calumet Ave & 35th St","15","15","In Service","41.831379","-87.618034"
"a3af8123-a135-11e9-9cda-0a87ae2ba916","Christiana Ave & Lawrence Ave","15","15","In Service","41.9683544936","-87.7118306675"
"a21de1a5-f5bc-4b50-8a13-aa28b7dcfa95","Halsted St & 96th St","15","15","In Service","41.7197121836","-87.643019557"
"1887668523852444498","Cicero Ave & Roscoe Ave","11","11","In Service","41.942427","-87.747315"
"a3a48d5c-a135-11e9-9cda-0a87ae2ba916","Elston Ave & Cortland St","23","23","In Service","41.9164334291","-87.6667463779"
"2007796988006173238","Melvina Ave & Giddings Ave","16","16","In Service","41.96648","-87.78202"
"1991508150894459550","State St & 111th St","16","16","In Service","41.69251","-87.62287"
"a3b4afb6-a135-11e9-9cda-0a87ae2ba916","Cherry Ave & Blackhawk St","15","15","In Service","41.907221","-87.655618"
"a3a45e3b-a135-11e9-9cda-0a87ae2ba916","Dearborn St & Monroe St","39","39","In Service","41.881319815","-87.6295209193"
"a3aaaba2-a135-11e9-9cda-0a87ae2ba916","Stockton Dr & Wrightwood Ave","15","15","In Service","41.93132","-87.638742"
"2012672652900879218","Narragansett Ave & North Ave","12","12","In Service","41.9095","-87.78491"
"e63300bd-4ca3-4255-adfd-522289d68b8a","Loomis Blvd & 84th St","15","15","In Service","41.7414865286","-87.6584100723"
"a3b2ec43-a135-11e9-9cda-0a87ae2ba916","Elmwood Ave & Austin St","15","15","In Service","42.025784","-87.684107"
"2112108504264821720","Francisco Ave & Bloomingdale Ave","10","10","In Service","41.91396","-87.6994"
"a3a51934-a135-11e9-9cda-0a87ae2ba916","Carpenter St & Huron St","19","19","In Service","41.894556","-87.653449"
"a3acea44-a135-11e9-9cda-0a87ae2ba916","Calumet Ave & 71st St","11","11","In Service","41.7655080058","-87.616917925"
"1861594737501366386","Springfield Ave & 71st St","15","15","In Service","41.764484","-87.720028"
"2008158642964226604","Portage Park","16","16","In Service","41.95607","-87.76472"
"1988470939730348720","Ewing Ave & 97th St","15","15","In Service","41.71982","-87.53542"
"a3b23263-a135-11e9-9cda-0a87ae2ba916","Racine Ave & 61st St","11","11","In Service","41.783189","-87.654372"
"a3b0f0b6-a135-11e9-9cda-0a87ae2ba916","Eastlake Ter & Howard St","15","15","In Service","42.0192025019","-87.6643028855"
"1939172360789937026","Narragansett Ave & McLean Ave","15","15","In Service","41.9159","-87.78511"
"1754781885939323186","Stony Island Ave & 63rd St","11","11","In Service","41.780506","-87.586853"
"a3aa692e-a135-11e9-9cda-0a87ae2ba916","Clarendon Ave & Gordon Ter","15","15","In Service","41.9578665242","-87.6495051384"
"1936560522747919086","Rockwell St & 57th St","15","15","In Service","41.79031","-87.68888"
"a3a60a65-a135-11e9-9cda-0a87ae2ba916","Dearborn Pkwy & Delaware Pl","19","19","In Service","41.898969","-87.629912"
"a3a781a6-a135-11e9-9cda-0a87ae2ba916","State St & 29th St","11","11","In Service","41.841707","-87.626938"
"a3aa7373-a135-11e9-9cda-0a87ae2ba916","Ravenswood Ave & Berteau Ave","15","15","In Service","41.957921","-87.673567"
"a3a9acc5-a135-11e9-9cda-0a87ae2ba916","California Ave & North Ave","11","11","In Service","41.910044","-87.697167"
"1962991219412381958","Laramie Ave & Bloomingdale Ave","12","12","In Service","41.91432","-87.75572"
"a3a4881d-a135-11e9-9cda-0a87ae2ba916","Clinton St & Roosevelt Rd","15","15","In Service","41.8671177825","-87.6410879593"
"2080537224276504924","Le Mai Ave & Devon Ave","15","15","In Service","41.99722","-87.75687"
"62cb5f1d-7dcb-4fe1-849f-d928288d73b9","Ada St & 113th Place","15","15","In Service","41.68759","-87.65541"
"a3a49288-a135-11e9-9cda-0a87ae2ba916","Wabash Ave & Roosevelt Rd","23","23","In Service","41.867227","-87.625961"
"a3afc347-a135-11e9-9cda-0a87ae2ba916","California Ave & Byron St","19","19","In Service","41.9521621933","-87.698051113"
"a3acb6f3-a135-11e9-9cda-0a87ae2ba916","Western Ave & Monroe St","15","15","In Service","41.88142526","-87.6866316818"
"1867616044298100822","Springfield Ave & North Ave","15","15","In Service","41.910158","-87.723831"
"a3aa1623-a135-11e9-9cda-0a87ae2ba916","Broadway & Belmont Ave","19","19","In Service","41.940106","-87.645451"
"a3a94bc8-a135-11e9-9cda-0a87ae2ba916","Broadway & Sheridan Rd","19","19","In Service","41.952833","-87.649993"
"a3b12dfb-a135-11e9-9cda-0a87ae2ba916","Pulaski Rd & Congress Pkwy","11","11","In Service","41.87441021","-87.7260915935"
"2009300113903569554","St Louis Ave & 51st St","16","16","In Service","41.80095","-87.71104"
"a3aa9732-a135-11e9-9cda-0a87ae2ba916","Loomis St & Lexington St","20","19","In Service","41.8722287322","-87.661363855"
"a3a7775b-a135-11e9-9cda-0a87ae2ba916","Canal St & Monroe St","27","27","In Service","41.8829056","-87.6397409"
"1936582264492460636","Long Ave & Belmont Ave","15","15","In Service","41.93833","-87.76166"
"a3a37378-a135-11e9-9cda-0a87ae2ba916","Shedd Aquarium","55","54","In Service","41.8672259568","-87.6153553902"
"a3a3a282-a135-11e9-9cda-0a87ae2ba916","Wilton Ave & Diversey Pkwy","35","35","In Service","41.932418","-87.652705"
"1967731401884924158","Albany Ave & Douglas Blvd","15","15","In Service","41.8631643","-87.7030815"
"a3a72012-a135-11e9-9cda-0a87ae2ba916","Rush St & Cedar St","11","11","In Service","41.9023087012","-87.627690528"
"a3acef62-a135-11e9-9cda-0a87ae2ba916","Clark St & 9th St (AMLI)","15","15","In Service","41.870816","-87.631246"
"a3a47dde-a135-11e9-9cda-0a87ae2ba916","Halsted St & Roosevelt Rd","23","23","In Service","41.867324","-87.648625"
"a3a589b9-a135-11e9-9cda-0a87ae2ba916","Sheffield Ave & Wellington Ave","23","23","In Service","41.9362534831","-87.6526620984"
"a3af71a9-a135-11e9-9cda-0a87ae2ba916","Kedzie Ave & Foster Ave","11","11","In Service","41.975672","-87.709261"
"a3a87b3f-a135-11e9-9cda-0a87ae2ba916","Lincoln Ave & Sunnyside Ave","15","15","In Service","41.963004","-87.684781"
"2113985612794702690","Lock St & 31st St","15","15","In Service","41.837962","-87.659049"
"1943244520961310788","California Ave & 41st St","15","15","In Service","41.81867","-87.69441"
"1934289130932983934","Hoyne Ave & 34th St","15","15","In Service","41.8320245","-87.6778387"
"a3a7cd56-a135-11e9-9cda-0a87ae2ba916","Laflin St & Cullerton St","15","15","In Service","41.8549145758","-87.6635599136"
"a3ac1bc9-a135-11e9-9cda-0a87ae2ba916","Ashland Ave & Grace St","15","15","In Service","41.950687","-87.6687"
"7c56e4d5-92ee-4129-9a3a-d2ce89eab31d","Burnham Greenway & 112th St","15","15","In Service","41.6917738512","-87.5304311514"
"1879436840905128284","Francisco Ave & 85th St","15","15","In Service","41.738902","-87.695518"
"a3ad8072-a135-11e9-9cda-0a87ae2ba916","University Ave & 57th St","31","31","In Service","41.791478","-87.599861"
"1861613253877461614","St. Louis & 71st St","15","15","In Service","41.764354","-87.710121"
"a3b01a86-a135-11e9-9cda-0a87ae2ba916","Campbell Ave & Fullerton Ave","15","15","In Service","41.9246324716","-87.6893070063"
"a3a7b41d-a135-11e9-9cda-0a87ae2ba916","Western Ave & 21st St","15","15","In Service","41.854109","-87.685838"
"1981450681586989620","Mason Ave & Montrose Ave","16","16","In Service","41.96056","-87.77588"
"2116941558607507816","Peoria St & Kinzie St","19","19","In Service","41.88896","-87.64973"
"2116968075735593618","Wood St & Walnut St","15","15","In Service","41.87862","-87.66913"
"a3aa10ca-a135-11e9-9cda-0a87ae2ba916","Broadway & Argyle St","19","19","In Service","41.97423","-87.6597735"
"a3b45e26-a135-11e9-9cda-0a87ae2ba916","Eggleston Ave & 69th St","11","11","In Service","41.768898","-87.635876"
"a3ab86b6-a135-11e9-9cda-0a87ae2ba916","Wolcott Ave & Polk St","23","23","In Service","41.871262","-87.673688"
"a3a6f2a2-a135-11e9-9cda-0a87ae2ba916","Damen Ave & Clybourn Ave","15","15","In Service","41.931931","-87.677856"
"2030108974061988752","Cumberland Ave & Catherine Ave","16","16","In Service","41.97732","-87.83674"
"a3ab812d-a135-11e9-9cda-0a87ae2ba916","Adler Planetarium","39","39","In Service","41.866095","-87.607267"
"a3a80009-a135-11e9-9cda-0a87ae2ba916","Wells St & 19th St","11","11","In Service","41.856802","-87.633879"
"97818a9b-0f86-44df-98e6-1bc16812e3d9","Lakefront Trail & Bryn Mawr Ave","19","19","In Service","41.9840441152","-87.6522812247"
"a3a97a01-a135-11e9-9cda-0a87ae2ba916","Cottage Grove Ave & Oakwood Blvd","15","15","In Service","41.822985","-87.6071"
"87d2a090-22cd-471b-b622-fef3923999dd","Loomis St & 89th St","15","15","In Service","41.7323797533","-87.6580694318"
"1867227665093179888","Kenneth Ave & Lawrence Ave","15","15","In Service","41.967943","-87.739983"
"a3a5af44-a135-11e9-9cda-0a87ae2ba916","Ogden Ave & Congress Pkwy","15","15","In Service","41.87501","-87.67328"
"a3b4497a-a135-11e9-9cda-0a87ae2ba916","State St & 54th St","11","11","In Service","41.796642","-87.625923"
"a3a482fb-a135-11e9-9cda-0a87ae2ba916","Desplaines St & Kinzie St","27","27","In Service","41.888716036","-87.6444478533"
"a3b38728-a135-11e9-9cda-0a87ae2ba916","Walsh Park","23","23","In Service","41.91461","-87.667968"
"a3ac7e9a-a135-11e9-9cda-0a87ae2ba916","Racine Ave & 35th St","15","15","In Service","41.8306885647","-87.6562106609"
"a3a39301-a135-11e9-9cda-0a87ae2ba916","Leavitt St & Archer Ave","15","15","In Service","41.8287920199","-87.6806044594"
"1942539875938640858","Harlem Ave & Bloomingdale Ave","15","15","In Service","41.91203","-87.80577"
"1872721263815561908","Damen Ave & 87th St","15","15","In Service","41.736044","-87.672861"
"1939906971867155378","Archer Ave & Homan Ave","15","15","In Service","41.81153","-87.70885"
"a3a86c05-a135-11e9-9cda-0a87ae2ba916","Sheridan Rd & Irving Park Rd","31","31","In Service","41.954245","-87.654406"
"1861996658372408268","Kostner Ave & Wrightwood Ave","15","15","In Service","41.927957","-87.735952"
"a3a9c0f6-a135-11e9-9cda-0a87ae2ba916","Morgan St & 31st St","15","15","In Service","41.8378","-87.65114"
"759171ce-f355-4740-948d-e14bb8f7dc0e","Avenue O & 134th St","15","15","In Service","41.6519026853","-87.5395553938"
"a3a50ec8-a135-11e9-9cda-0a87ae2ba916","Millennium Park","47","47","In Service","41.8810317","-87.62408432"
"a3b0060d-a135-11e9-9cda-0a87ae2ba916","Central Park Ave & Elbridge Ave","15","15","In Service","41.9353372826","-87.7168892935"
"a3b0f5c9-a135-11e9-9cda-0a87ae2ba916","Austin Blvd & Chicago Ave","7","7","In Service","41.894887","-87.774704"
"1963671811736140038","Kedzie Ave & 60th St","15","15","In Service","41.78458","-87.70319"
"1936552461714393094","St Louis Ave & 59th St","15","15","In Service","41.78589","-87.71057"
"a3a87631-a135-11e9-9cda-0a87ae2ba916","Damen Ave & Leland Ave","15","15","In Service","41.967081","-87.679076"
"a3adc925-a135-11e9-9cda-0a87ae2ba916","Washtenaw Ave & Ogden Ave","15","15","In Service","41.8619304928","-87.6934504509"
"a3a4c618-a135-11e9-9cda-0a87ae2ba916","Jefferson St & Monroe St","19","19","In Service","41.8803296336","-87.6427459717"
"a3a52df5-a135-11e9-9cda-0a87ae2ba916","Desplaines St & Randolph St","23","23","In Service","41.883703","-87.644238"
"a3b1ca28-a135-11e9-9cda-0a87ae2ba916","Central Ave & Madison St","11","11","In Service","41.880121","-87.763238"
"a3ac83bc-a135-11e9-9cda-0a87ae2ba916","Ashland Ave & Archer Ave","15","15","In Service","41.839208684","-87.6656098589"
"a3a640d1-a135-11e9-9cda-0a87ae2ba916","Fort Dearborn Dr & 31st St","27","27","In Service","41.838556","-87.608218"
"1942112671760511044","Monitor Ave & Division St","15","15","In Service","41.90192","-87.77178"
